"massflow","Normals:0","Normals:1","Normals:2","Theta","U1:0","U1:1","U1:2","U1Mean:0","U1Mean:1","U1Mean:2","U2:0","U2:1","U2:2","U2Mean:0","U2Mean:1","U2Mean:2","alpha0","alpha1","alpha1Mean","epsilon","k","magU1Mean","p","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
85.565,2.8477e-07,-3.4358e-05,0,,,,,2.6728e-06,-0.00014085,0,-5.3877e-07,-4.5971e-05,0,2.0322e-07,-7.3685e-05,0,,,0.00033136,0.00033955,0.008,0.0008,0.049067,1,5.58,5.294e-19,0,0.005
85.394,-4.7806e-07,-3.4166e-05,0,,,,,2.5469e-06,-0.00014064,0,-5.274e-07,-4.5879e-05,0,-5.4778e-07,-7.3388e-05,0,,,0.0003315,0.00033952,0.008,0.0008,0.049075,1,5.6,5.294e-19,0,0.005
85.223,-4.4771e-07,-3.383e-05,0,,,,,1.7973e-06,-0.00014049,0,-5.1767e-07,-4.5788e-05,0,-5.012e-07,-7.2757e-05,0,,,0.00033147,0.00033949,0.008,0.0008,0.049073,1,5.62,5.294e-19,0,0.005
85.052,1.8199e-07,-3.3495e-05,0,,,,,1.0478e-06,-0.00014061,0,-5.1083e-07,-4.5697e-05,0,9.3041e-08,-7.2024e-05,0,,,0.00033118,0.00033946,0.008,0.0008,0.049065,1,5.64,5.294e-19,0,0.005
84.882,-2.0583e-07,-3.3235e-05,0,,,,,-3.6479e-07,-0.00014232,0,-5.0696e-07,-4.5606e-05,0,-3.423e-07,-7.1475e-05,0,,,0.00033027,0.00033943,0.008,0.0008,0.049045,1,5.66,5.294e-19,0,0.005
84.712,-9.0873e-08,-3.3084e-05,0,,,,,-8.0426e-07,-0.00014156,0,-5.0858e-07,-4.5516e-05,0,-1.2083e-07,-7.0825e-05,0,,,0.00032976,0.0003394,0.008,0.0008,0.049099,1,5.68,5.294e-19,0,0.005
84.544,-7.7524e-07,-3.2847e-05,0,,,,,-5.8758e-07,-0.00014137,0,-5.0898e-07,-4.5426e-05,0,-7.9692e-07,-7.0295e-05,0,,,0.00033039,0.00033937,0.008,0.0008,0.049088,1,5.7,5.294e-19,0,0.005
84.375,-1.356e-06,-3.2539e-05,0,,,,,-1.1671e-06,-0.00014112,0,-5.1016e-07,-4.5336e-05,0,-1.3464e-06,-6.9669e-05,0,,,0.00033041,0.00033934,0.008,0.0008,0.049088,1,5.72,5.294e-19,0,0.005
84.207,-2.0472e-06,-3.233e-05,0,,,,,-1.7089e-06,-0.00014101,0,-5.1332e-07,-4.5246e-05,0,-2.0301e-06,-6.9168e-05,0,,,0.00033042,0.0003393,0.008,0.0008,0.049083,1,5.74,5.294e-19,0,0.005
84.039,-1.6242e-06,-3.209e-05,0,,,,,-2.1474e-06,-0.00014083,0,-5.1836e-07,-4.5157e-05,0,-1.6224e-06,-6.8598e-05,0,,,0.00033027,0.00033927,0.008,0.0008,0.049085,1,5.76,5.294e-19,0,0.005
83.873,-1.2155e-06,-3.1935e-05,0,,,,,-2.3115e-06,-0.0001407,0,-5.2436e-07,-4.5068e-05,0,-1.182e-06,-6.8285e-05,0,,,0.00033028,0.00033924,0.008,0.0008,0.049087,1,5.78,5.294e-19,0,0.005
83.706,-1.5511e-06,-3.1619e-05,0,,,,,-2.4257e-06,-0.00014053,0,-5.3068e-07,-4.4979e-05,0,-1.5121e-06,-6.7579e-05,0,,,0.00033021,0.00033921,0.008,0.0008,0.049088,1,5.8,5.294e-19,0,0.005
83.54,-1.5289e-06,-3.1535e-05,0,,,,,-2.493e-06,-0.00014048,0,-5.3735e-07,-4.489e-05,0,-1.5254e-06,-6.7374e-05,0,,,0.00033022,0.00033918,0.008,0.0008,0.049088,1,5.82,5.294e-19,0,0.005
83.374,-1.2465e-06,-3.1176e-05,0,,,,,-2.4786e-06,-0.00014035,0,-5.4403e-07,-4.4802e-05,0,-1.203e-06,-6.6507e-05,0,,,0.0003301,0.00033915,0.008,0.0008,0.049086,1,5.84,5.294e-19,0,0.005
83.209,-1.4456e-06,-3.1024e-05,0,,,,,-2.4996e-06,-0.00014023,0,-5.5066e-07,-4.4714e-05,0,-1.3941e-06,-6.6222e-05,0,,,0.00033009,0.00033912,0.008,0.0008,0.049086,1,5.86,5.294e-19,0,0.005
83.044,-1.3333e-06,-3.07e-05,0,,,,,-2.5341e-06,-0.00013997,0,-5.5729e-07,-4.4626e-05,0,-1.2846e-06,-6.5482e-05,0,,,0.00033007,0.00033909,0.008,0.0008,0.049085,1,5.88,5.294e-19,0,0.005
82.88,1.0637e-08,-3.0704e-05,0,,,,,-2.5362e-06,-0.00014004,0,-5.6407e-07,-4.4538e-05,0,8.4965e-08,-6.5454e-05,0,,,0.00032994,0.00033906,0.008,0.0008,0.049078,1,5.9,5.294e-19,0,0.005
82.717,3.9076e-07,-3.0465e-05,0,,,,,-2.1295e-06,-0.00013996,0,-5.7013e-07,-4.4452e-05,0,4.4941e-07,-6.4803e-05,0,,,0.00032977,0.00033903,0.008,0.0008,0.049072,1,5.92,5.294e-19,0,0.005
82.555,3.3404e-07,-3.038e-05,0,,,,,-1.3687e-06,-0.00013996,0,-5.7411e-07,-4.4365e-05,0,3.4149e-07,-6.4605e-05,0,,,0.00032947,0.00033899,0.008,0.0008,0.049063,1,5.94,5.294e-19,0,0.005
82.394,-3.1822e-07,-3.0206e-05,0,,,,,-7.6115e-07,-0.00013994,0,-5.7567e-07,-4.4279e-05,0,-3.3387e-07,-6.4052e-05,0,,,0.00032919,0.00033896,0.008,0.0008,0.049058,1,5.96,5.294e-19,0,0.005
82.233,-6.6001e-07,-3.0016e-05,0,,,,,-7.0696e-07,-0.00013972,0,-5.7606e-07,-4.4193e-05,0,-6.1058e-07,-6.3739e-05,0,,,0.000329,0.00033893,0.008,0.0008,0.049059,1,5.98,5.294e-19,0,0.005
82.073,-1.6474e-07,-2.9931e-05,0,,,,,-8.5318e-07,-0.00013965,0,-5.7666e-07,-4.4108e-05,0,-1.2345e-07,-6.3516e-05,0,,,0.00032901,0.0003389,0.008,0.0008,0.049059,1,6,5.294e-19,0,0.005
