"massflow","Normals:0","Normals:1","Normals:2","Theta","U1:0","U1:1","U1:2","U1Mean:0","U1Mean:1","U1Mean:2","U2:0","U2:1","U2:2","U2Mean:0","U2Mean:1","U2Mean:2","alpha0","alpha1","alpha1Mean","epsilon","k","magU1Mean","p","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
23.471,0,-0.0008,0,8e-08,0,0,0,-3.4155e-08,-2.2434e-05,0,0,0,0,-1.8658e-07,-6.1171e-05,0,0,0.00024,0.0002543,0.008,0.0008,3.7648e-05,0,1,0,5.294e-19,0,0.005
7.6373,-2.9382e-09,-2.4731e-05,0,,,,,-1.3166e-09,-7.0585e-05,0,-5.8777e-10,-7.4743e-06,0,-2.3408e-09,-4.0143e-05,0,,,0.00026004,0.00024876,0.008,0.0008,0.034008,1,0.02,5.294e-19,0,0.005
14.953,-5.5675e-10,-4.6299e-05,0,,,,,-1.5894e-09,-0.00011494,0,-1.1204e-09,-1.2638e-05,0,8.2655e-10,-8.4733e-05,0,,,0.00027811,0.00025941,0.008,0.0008,0.035725,1,0.04,5.294e-19,0,0.005
22.234,5.4956e-08,-6.5742e-05,0,,,,,-1.0427e-08,-0.00014026,0,1.4776e-08,-1.7105e-05,0,2.5515e-08,-0.00012841,0,,,0.00029972,0.00026896,0.008,0.0008,0.042165,1,0.06,5.294e-19,0,0.005
31.129,7.4337e-07,-8.4379e-05,0,,,,,1.9414e-07,-0.00014846,0,2.0474e-09,-2.2277e-05,0,8.6743e-07,-0.0001617,0,,,0.00032257,0.00027944,0.008,0.0008,0.046177,1,0.08,5.294e-19,0,0.005
40.001,-3.0353e-06,-9.8115e-05,0,,,,,-1.1508e-06,-0.00015053,0,-1.102e-07,-2.7266e-05,0,-3.1698e-06,-0.00019721,0,,,0.00035049,0.00029096,0.008,0.0008,0.048939,1,0.1,5.294e-19,0,0.005
48.841,-9.34e-06,-0.00011092,0,,,,,-4.3873e-06,-0.00015469,0,-4.7848e-07,-3.2011e-05,0,-9.3202e-06,-0.00022395,0,,,0.00036497,0.00030223,0.008,0.0008,0.050248,1,0.12,5.294e-19,0,0.005
57.111,-1.777e-05,-0.00012178,0,,,,,-9.1128e-06,-0.00016643,0,-1.3679e-06,-3.6296e-05,0,-1.8235e-05,-0.00025455,0,,,0.00037201,0.00031172,0.008,0.0008,0.050722,1,0.14,5.294e-19,0,0.005
64.661,-6.4353e-06,-0.00013085,0,,,,,-1.1019e-05,-0.00017432,0,-2.5499e-06,-4.0137e-05,0,-4.5394e-06,-0.00027862,0,,,0.00037102,0.00031931,0.008,0.0008,0.051038,1,0.16,5.294e-19,0,0.005
71.27,1.9651e-06,-0.0001384,0,,,,,-4.058e-06,-0.000186,0,-2.8956e-06,-4.3436e-05,0,1.7579e-06,-0.00029768,0,,,0.00036464,0.00032472,0.008,0.0008,0.051018,1,0.18,5.294e-19,0,0.005
77.262,1.2498e-05,-0.00014476,0,,,,,5.7726e-06,-0.00019401,0,-2.6659e-06,-4.641e-05,0,1.0764e-05,-0.00031108,0,,,0.00035957,0.00032844,0.008,0.0008,0.051004,1,0.2,5.294e-19,0,0.005
82.598,6.4891e-06,-0.00014949,0,,,,,1.3322e-06,-0.00019894,0,-2.1928e-06,-4.9036e-05,0,7.826e-06,-0.00032406,0,,,0.00035612,0.00033116,0.008,0.0008,0.050599,1,0.22,5.294e-19,0,0.005
87.312,2.4978e-06,-0.00015297,0,,,,,-5.4642e-07,-0.00020767,0,-1.8775e-06,-5.1333e-05,0,3.4099e-06,-0.00033408,0,,,0.00034982,0.00033299,0.008,0.0008,0.050013,1,0.24,5.294e-19,0,0.005
91.457,4.2944e-06,-0.00015561,0,,,,,2.9457e-07,-0.00021234,0,-1.6982e-06,-5.3332e-05,0,4.9184e-06,-0.00034177,0,,,0.00034508,0.00033407,0.008,0.0008,0.050034,1,0.26,5.294e-19,0,0.005
95.149,-1.266e-06,-0.00015757,0,,,,,-1.5084e-07,-0.00021145,0,-1.504e-06,-5.5099e-05,0,-1.1944e-06,-0.00034703,0,,,0.00034381,0.0003348,0.008,0.0008,0.050023,1,0.28,5.294e-19,0,0.005
98.455,-3.3655e-06,-0.0001592,0,,,,,-3.1387e-06,-0.00021116,0,-1.4921e-06,-5.6672e-05,0,-3.221e-06,-0.00035184,0,,,0.00034324,0.00033539,0.008,0.0008,0.05002,1,0.3,5.294e-19,0,0.005
101.44,-2.7259e-06,-0.00016041,0,,,,,-2.9314e-06,-0.00021122,0,-1.569e-06,-5.8084e-05,0,-2.556e-06,-0.00035452,0,,,0.00034282,0.00033587,0.008,0.0008,0.050024,1,0.32,5.294e-19,0,0.005
104.14,-2.4329e-06,-0.00016119,0,,,,,-1.4672e-06,-0.00021155,0,-1.5894e-06,-5.9356e-05,0,-2.481e-06,-0.00035666,0,,,0.00034273,0.00033631,0.008,0.0008,0.050018,1,0.34,5.294e-19,0,0.005
106.57,-2.0522e-06,-0.00016173,0,,,,,-2.8722e-06,-0.00021003,0,-1.6143e-06,-6.0498e-05,0,-2.0336e-06,-0.00035811,0,,,0.00034344,0.00033669,0.008,0.0008,0.050024,1,0.36,5.294e-19,0,0.005
108.78,-5.0891e-07,-0.00016209,0,,,,,-4.8545e-06,-0.0002102,0,-1.7768e-06,-6.153e-05,0,-2.9409e-07,-0.00035861,0,,,0.00034312,0.00033703,0.008,0.0008,0.050025,1,0.38,5.294e-19,0,0.005
110.8,-3.5414e-06,-0.00016231,0,,,,,-3.9287e-06,-0.00021208,0,-1.8836e-06,-6.2468e-05,0,-3.5621e-06,-0.00035925,0,,,0.00034351,0.00033736,0.008,0.0008,0.050023,1,0.4,5.294e-19,0,0.005
112.64,-8.3636e-07,-0.00016228,0,,,,,-3.782e-06,-0.0002125,0,-2.0134e-06,-6.3318e-05,0,-6.1146e-07,-0.00035927,0,,,0.00034403,0.00033767,0.008,0.0008,0.050022,1,0.42,5.294e-19,0,0.005
114.31,-4.4124e-06,-0.00016218,0,,,,,-5.1885e-06,-0.00021259,0,-2.138e-06,-6.4089e-05,0,-4.2084e-06,-0.00035891,0,,,0.00034333,0.00033793,0.008,0.0008,0.05003,1,0.44,5.294e-19,0,0.005
115.84,-3.3998e-06,-0.00016204,0,,,,,-3.959e-06,-0.00021342,0,-2.223e-06,-6.4792e-05,0,-3.2926e-06,-0.00035857,0,,,0.00034367,0.00033819,0.008,0.0008,0.050019,1,0.46,5.294e-19,0,0.005
117.24,-2.9284e-06,-0.00016172,0,,,,,-4.125e-06,-0.00021256,0,-2.3083e-06,-6.5431e-05,0,-2.8425e-06,-0.00035804,0,,,0.00034372,0.00033842,0.008,0.0008,0.050027,1,0.48,5.294e-19,0,0.005
118.52,-1.7732e-06,-0.00016135,0,,,,,-4.4085e-06,-0.00021251,0,-2.4164e-06,-6.6012e-05,0,-1.5196e-06,-0.00035696,0,,,0.00034367,0.00033862,0.008,0.0008,0.050029,1,0.5,5.294e-19,0,0.005
119.7,-4.4162e-06,-0.00016095,0,,,,,-4.2146e-06,-0.00021234,0,-2.4699e-06,-6.6543e-05,0,-4.3469e-06,-0.00035612,0,,,0.00034337,0.00033882,0.008,0.0008,0.050027,1,0.52,5.294e-19,0,0.005
120.77,-1.8083e-06,-0.00016041,0,,,,,-4.2235e-06,-0.00021228,0,-2.5439e-06,-6.7024e-05,0,-1.6227e-06,-0.00035523,0,,,0.0003438,0.000339,0.008,0.0008,0.050022,1,0.54,5.294e-19,0,0.005
121.75,-2.9958e-06,-0.00015988,0,,,,,-3.9407e-06,-0.00021081,0,-2.6142e-06,-6.7462e-05,0,-2.8639e-06,-0.00035359,0,,,0.00034369,0.00033916,0.008,0.0008,0.050038,1,0.56,5.294e-19,0,0.005
122.65,-3.5624e-06,-0.00015933,0,,,,,-4.6294e-06,-0.00021192,0,-2.6614e-06,-6.7861e-05,0,-3.3051e-06,-0.00035261,0,,,0.00034338,0.00033932,0.008,0.0008,0.050021,1,0.58,5.294e-19,0,0.005
123.47,-3.2218e-06,-0.00015869,0,,,,,-4.4491e-06,-0.00021057,0,-2.7128e-06,-6.8223e-05,0,-3.0726e-06,-0.00035127,0,,,0.00034366,0.00033946,0.008,0.0008,0.050032,1,0.6,5.294e-19,0,0.005
124.22,-2.3628e-06,-0.00015806,0,,,,,-4.1128e-06,-0.00021028,0,-2.7724e-06,-6.8551e-05,0,-2.102e-06,-0.00034973,0,,,0.00034378,0.0003396,0.008,0.0008,0.050032,1,0.62,5.294e-19,0,0.005
124.91,-5.3614e-06,-0.00015741,0,,,,,-4.513e-06,-0.00021014,0,-2.7968e-06,-6.885e-05,0,-5.1875e-06,-0.00034832,0,,,0.0003432,0.00033972,0.008,0.0008,0.050029,1,0.64,5.294e-19,0,0.005
125.54,-4.1535e-06,-0.00015667,0,,,,,-5.0968e-06,-0.00020944,0,-2.8456e-06,-6.9119e-05,0,-3.9846e-06,-0.00034689,0,,,0.00034384,0.00033985,0.008,0.0008,0.050031,1,0.66,5.294e-19,0,0.005
126.11,-3.3861e-06,-0.00015598,0,,,,,-4.1043e-06,-0.00020849,0,-2.9009e-06,-6.9362e-05,0,-3.2491e-06,-0.00034519,0,,,0.000344,0.00033996,0.008,0.0008,0.050038,1,0.68,5.294e-19,0,0.005
126.64,-3.6973e-06,-0.00015529,0,,,,,-4.8085e-06,-0.0002086,0,-2.948e-06,-6.9582e-05,0,-3.4702e-06,-0.00034363,0,,,0.00034378,0.00034007,0.008,0.0008,0.050032,1,0.7,5.294e-19,0,0.005
127.12,-3.4431e-06,-0.00015454,0,,,,,-3.962e-06,-0.00020835,0,-2.975e-06,-6.978e-05,0,-3.3644e-06,-0.00034226,0,,,0.00034357,0.00034017,0.008,0.0008,0.05003,1,0.72,5.294e-19,0,0.005
127.55,-3.4971e-06,-0.00015378,0,,,,,-4.5757e-06,-0.00020714,0,-3.0237e-06,-6.9956e-05,0,-3.3191e-06,-0.00034045,0,,,0.00034412,0.00034026,0.008,0.0008,0.050037,1,0.74,5.294e-19,0,0.005
127.94,-2.4741e-06,-0.00015305,0,,,,,-4.3125e-06,-0.00020637,0,-3.0803e-06,-7.0113e-05,0,-2.296e-06,-0.00033865,0,,,0.00034394,0.00034035,0.008,0.0008,0.050044,1,0.76,5.294e-19,0,0.005
128.3,-4.5736e-06,-0.0001523,0,,,,,-5.2533e-06,-0.00020647,0,-3.121e-06,-7.0253e-05,0,-4.3136e-06,-0.00033717,0,,,0.0003435,0.00034043,0.008,0.0008,0.050039,1,0.78,5.294e-19,0,0.005
128.62,-3.1301e-06,-0.00015155,0,,,,,-4.5131e-06,-0.00020604,0,-3.1582e-06,-7.0377e-05,0,-2.9487e-06,-0.00033555,0,,,0.00034377,0.00034052,0.008,0.0008,0.050038,1,0.8,5.294e-19,0,0.005
128.91,-3.5885e-06,-0.00015081,0,,,,,-4.6954e-06,-0.00020538,0,-3.191e-06,-7.0487e-05,0,-3.3762e-06,-0.00033379,0,,,0.00034363,0.0003406,0.008,0.0008,0.05004,1,0.82,5.294e-19,0,0.005
129.17,-3.7372e-06,-0.00015003,0,,,,,-4.7869e-06,-0.00020565,0,-3.2196e-06,-7.0582e-05,0,-3.565e-06,-0.00033239,0,,,0.00034328,0.00034067,0.008,0.0008,0.05003,1,0.84,5.294e-19,0,0.005
129.4,-3.2501e-06,-0.00014926,0,,,,,-4.3629e-06,-0.00020476,0,-3.2395e-06,-7.0663e-05,0,-3.1414e-06,-0.00033054,0,,,0.00034346,0.00034074,0.008,0.0008,0.050035,1,0.86,5.294e-19,0,0.005
129.6,-2.3331e-06,-0.00014852,0,,,,,-4.2192e-06,-0.00020398,0,-3.2689e-06,-7.0732e-05,0,-2.1694e-06,-0.00032879,0,,,0.00034389,0.0003408,0.008,0.0008,0.050037,1,0.88,5.294e-19,0,0.005
129.79,-1.0518e-06,-0.00014777,0,,,,,-3.9799e-06,-0.00020316,0,-3.3017e-06,-7.0791e-05,0,-9.0271e-07,-0.00032687,0,,,0.00034357,0.00034086,0.008,0.0008,0.050042,1,0.9,5.294e-19,0,0.005
129.94,-2.914e-06,-0.00014702,0,,,,,-4.221e-06,-0.0002028,0,-3.3196e-06,-7.0839e-05,0,-2.7411e-06,-0.0003254,0,,,0.00034348,0.00034092,0.008,0.0008,0.050041,1,0.92,5.294e-19,0,0.005
130.08,-2.8172e-06,-0.00014626,0,,,,,-4.1892e-06,-0.00020275,0,-3.338e-06,-7.0877e-05,0,-2.6656e-06,-0.00032374,0,,,0.00034357,0.00034098,0.008,0.0008,0.050035,1,0.94,5.294e-19,0,0.005
130.2,-2.5266e-06,-0.00014549,0,,,,,-4.1259e-06,-0.00020207,0,-3.3601e-06,-7.0905e-05,0,-2.276e-06,-0.00032219,0,,,0.00034366,0.00034103,0.008,0.0008,0.05004,1,0.96,5.294e-19,0,0.005
130.3,-3.2765e-06,-0.00014468,0,,,,,-4.3593e-06,-0.00020293,0,-3.3671e-06,-7.0924e-05,0,-3.1281e-06,-0.00032071,0,,,0.00034241,0.00034107,0.008,0.0008,0.050026,1,0.98,5.294e-19,0,0.005
130.38,-4.0433e-06,-0.00014398,0,,,,,-4.6816e-06,-0.00020247,0,-3.3794e-06,-7.0935e-05,0,-3.9414e-06,-0.00031905,0,,,0.00034264,0.0003411,0.008,0.0008,0.050024,1,1,5.294e-19,0,0.005
130.44,-2.3558e-06,-0.00014326,0,,,,,-3.8731e-06,-0.00020133,0,-3.3982e-06,-7.094e-05,0,-2.2398e-06,-0.00031718,0,,,0.00034303,0.00034113,0.008,0.0008,0.050032,1,1.02,5.294e-19,0,0.005
130.49,-2.7675e-06,-0.00014248,0,,,,,-3.9284e-06,-0.00020141,0,-3.4007e-06,-7.0938e-05,0,-2.6891e-06,-0.00031571,0,,,0.00034265,0.00034117,0.008,0.0008,0.050026,1,1.04,5.294e-19,0,0.005
130.53,-1.6568e-06,-0.00014171,0,,,,,-3.6497e-06,-0.00020079,0,-3.4045e-06,-7.0928e-05,0,-1.5619e-06,-0.00031407,0,,,0.00034286,0.0003412,0.008,0.0008,0.050026,1,1.06,5.294e-19,0,0.005
130.54,-1.3739e-06,-0.00014096,0,,,,,-3.2288e-06,-0.00019968,0,-3.4137e-06,-7.0911e-05,0,-1.2835e-06,-0.00031213,0,,,0.00034311,0.00034123,0.008,0.0008,0.050033,1,1.08,5.294e-19,0,0.005
130.55,-1.7852e-06,-0.00014023,0,,,,,-3.4944e-06,-0.0001994,0,-3.4183e-06,-7.0888e-05,0,-1.7039e-06,-0.00031071,0,,,0.00034313,0.00034127,0.008,0.0008,0.050031,1,1.1,5.294e-19,0,0.005
130.55,-1.952e-06,-0.00013947,0,,,,,-3.1066e-06,-0.00019861,0,-3.4252e-06,-7.0859e-05,0,-1.9037e-06,-0.00030902,0,,,0.00034329,0.00034129,0.008,0.0008,0.050036,1,1.12,5.294e-19,0,0.005
130.53,-1.5123e-06,-0.00013871,0,,,,,-3.6772e-06,-0.00019839,0,-3.4283e-06,-7.0825e-05,0,-1.3304e-06,-0.0003073,0,,,0.00034266,0.00034132,0.008,0.0008,0.050033,1,1.14,5.294e-19,0,0.005
130.5,-1.3886e-06,-0.000138,0,,,,,-3.1006e-06,-0.00019834,0,-3.4236e-06,-7.0786e-05,0,-1.295e-06,-0.00030578,0,,,0.00034265,0.00034134,0.008,0.0008,0.05003,1,1.16,5.294e-19,0,0.005
130.46,3.8361e-06,-0.00013721,0,,,,,-4.951e-08,-0.00019972,0,-3.4015e-06,-7.0742e-05,0,4.0233e-06,-0.00030451,0,,,0.00034132,0.00034136,0.008,0.0008,0.050023,1,1.18,5.294e-19,0,0.005
130.41,-2.0872e-06,-0.00013646,0,,,,,-9.1351e-07,-0.00019913,0,-3.3392e-06,-7.0693e-05,0,-2.0317e-06,-0.00030275,0,,,0.00034128,0.00034136,0.008,0.0008,0.050022,1,1.2,5.294e-19,0,0.005
130.35,-2.0967e-07,-0.00013577,0,,,,,-3.4103e-08,-0.00019883,0,-3.2867e-06,-7.0641e-05,0,-1.7988e-07,-0.00030117,0,,,0.00034119,0.00034136,0.008,0.0008,0.050021,1,1.22,5.294e-19,0,0.005
130.28,1.9537e-10,-0.00013502,0,,,,,-2.2666e-07,-0.00019838,0,-3.24e-06,-7.0584e-05,0,6.8738e-08,-0.00029956,0,,,0.00034136,0.00034136,0.008,0.0008,0.050021,1,1.24,5.294e-19,0,0.005
130.21,-1.1191e-06,-0.00013427,0,,,,,-5.0022e-07,-0.00019774,0,-3.1841e-06,-7.0524e-05,0,-1.1212e-06,-0.00029787,0,,,0.00034143,0.00034136,0.008,0.0008,0.050021,1,1.26,5.294e-19,0,0.005
130.12,-3.5799e-07,-0.00013355,0,,,,,-1.4409e-08,-0.00019735,0,-3.1354e-06,-7.0459e-05,0,-3.6316e-07,-0.00029626,0,,,0.00034148,0.00034136,0.008,0.0008,0.050021,1,1.28,5.294e-19,0,0.005
130.03,2.6456e-07,-0.00013284,0,,,,,3.0281e-08,-0.00019657,0,-3.0893e-06,-7.0391e-05,0,2.822e-07,-0.00029465,0,,,0.0003416,0.00034136,0.008,0.0008,0.050024,1,1.3,5.294e-19,0,0.005
129.93,2.3344e-07,-0.00013212,0,,,,,4.4941e-08,-0.00019607,0,-3.0401e-06,-7.032e-05,0,2.5076e-07,-0.00029304,0,,,0.00034152,0.00034136,0.008,0.0008,0.050026,1,1.32,5.294e-19,0,0.005
129.82,3.133e-07,-0.00013138,0,,,,,1.1041e-07,-0.00019551,0,-2.9943e-06,-7.0246e-05,0,3.2567e-07,-0.00029143,0,,,0.00034156,0.00034136,0.008,0.0008,0.050026,1,1.34,5.294e-19,0,0.005
129.71,8.3228e-08,-0.00013066,0,,,,,5.5869e-08,-0.00019498,0,-2.9501e-06,-7.0169e-05,0,8.7341e-08,-0.00028985,0,,,0.00034155,0.00034136,0.008,0.0008,0.050028,1,1.36,5.294e-19,0,0.005
129.59,1.042e-07,-0.00012995,0,,,,,6.6187e-08,-0.00019444,0,-2.9078e-06,-7.0089e-05,0,1.0802e-07,-0.00028829,0,,,0.00034151,0.00034136,0.008,0.0008,0.050029,1,1.38,5.294e-19,0,0.005
129.47,1.6676e-07,-0.00012925,0,,,,,6.7335e-08,-0.00019396,0,-2.8666e-06,-7.0006e-05,0,1.747e-07,-0.00028674,0,,,0.00034147,0.00034136,0.008,0.0008,0.05003,1,1.4,5.294e-19,0,0.005
129.34,2.0413e-07,-0.00012854,0,,,,,6.5966e-08,-0.00019352,0,-2.8267e-06,-6.9921e-05,0,2.1283e-07,-0.00028519,0,,,0.00034141,0.00034136,0.008,0.0008,0.050031,1,1.42,5.294e-19,0,0.005
129.2,2.0727e-07,-0.00012783,0,,,,,4.9075e-08,-0.0001931,0,-2.7881e-06,-6.9834e-05,0,2.1525e-07,-0.00028363,0,,,0.00034136,0.00034136,0.008,0.0008,0.050031,1,1.44,5.294e-19,0,0.005
129.06,1.6259e-07,-0.00012713,0,,,,,6.9511e-09,-0.00019272,0,-2.7506e-06,-6.9744e-05,0,1.7958e-07,-0.0002821,0,,,0.00034131,0.00034136,0.008,0.0008,0.050031,1,1.46,5.294e-19,0,0.005
128.92,-1.5011e-07,-0.00012645,0,,,,,-8.5617e-08,-0.00019237,0,-2.7141e-06,-6.9652e-05,0,-1.2744e-07,-0.0002806,0,,,0.00034129,0.00034136,0.008,0.0008,0.05003,1,1.48,5.294e-19,0,0.005
128.77,-4.8513e-07,-0.00012577,0,,,,,-1.7607e-07,-0.00019201,0,-2.6787e-06,-6.9559e-05,0,-4.6902e-07,-0.00027909,0,,,0.00034128,0.00034136,0.008,0.0008,0.050029,1,1.5,5.294e-19,0,0.005
128.61,-4.1819e-07,-0.0001251,0,,,,,-2.737e-07,-0.00019161,0,-2.6444e-06,-6.9463e-05,0,-3.9187e-07,-0.00027761,0,,,0.0003413,0.00034136,0.008,0.0008,0.050028,1,1.52,5.294e-19,0,0.005
128.45,2.6782e-08,-0.00012442,0,,,,,-1.9555e-07,-0.00019096,0,-2.611e-06,-6.9366e-05,0,4.4541e-08,-0.00027607,0,,,0.00034132,0.00034136,0.008,0.0008,0.05003,1,1.54,5.294e-19,0,0.005
128.29,2.9259e-07,-0.00012373,0,,,,,-1.0997e-07,-0.00019067,0,-2.5805e-06,-6.9268e-05,0,3.1522e-07,-0.00027461,0,,,0.00034128,0.00034136,0.008,0.0008,0.05003,1,1.56,5.294e-19,0,0.005
128.13,9.0834e-09,-0.00012304,0,,,,,-1.3861e-07,-0.0001903,0,-2.5495e-06,-6.9167e-05,0,2.8781e-08,-0.0002731,0,,,0.00034128,0.00034136,0.008,0.0008,0.050029,1,1.58,5.294e-19,0,0.005
127.96,4.1508e-08,-0.00012235,0,,,,,-1.6346e-07,-0.00018987,0,-2.5187e-06,-6.9064e-05,0,6.9336e-08,-0.00027158,0,,,0.00034127,0.00034136,0.008,0.0008,0.050028,1,1.6,5.294e-19,0,0.005
127.79,4.6887e-07,-0.00012167,0,,,,,1.1026e-07,-0.00018935,0,-2.4883e-06,-6.8961e-05,0,4.829e-07,-0.00027002,0,,,0.00034126,0.00034136,0.008,0.0008,0.050029,1,1.62,5.294e-19,0,0.005
127.61,4.4216e-07,-0.000121,0,,,,,1.2997e-07,-0.00018887,0,-2.457e-06,-6.8855e-05,0,4.3786e-07,-0.00026852,0,,,0.00034126,0.00034136,0.008,0.0008,0.05003,1,1.64,5.294e-19,0,0.005
127.43,1.1142e-06,-0.0001203,0,,,,,5.0342e-07,-0.0001882,0,-2.425e-06,-6.8748e-05,0,1.1155e-06,-0.00026702,0,,,0.00034129,0.00034136,0.008,0.0008,0.050031,1,1.66,5.294e-19,0,0.005
127.25,-8.2952e-08,-0.00011965,0,,,,,1.1059e-07,-0.00018796,0,-2.3909e-06,-6.864e-05,0,-6.7734e-08,-0.00026558,0,,,0.00034125,0.00034136,0.008,0.0008,0.05003,1,1.68,5.294e-19,0,0.005
127.06,1.0727e-06,-0.00011894,0,,,,,6.0168e-07,-0.0001876,0,-2.3579e-06,-6.8531e-05,0,1.0857e-06,-0.00026409,0,,,0.00034121,0.00034136,0.008,0.0008,0.05003,1,1.7,5.294e-19,0,0.005
126.87,1.6312e-06,-0.00011828,0,,,,,1.0364e-06,-0.00018718,0,-2.3213e-06,-6.842e-05,0,1.6217e-06,-0.00026263,0,,,0.00034119,0.00034136,0.008,0.0008,0.050029,1,1.72,5.294e-19,0,0.005
126.68,1.1646e-06,-0.00011761,0,,,,,1.1215e-06,-0.00018666,0,-2.2826e-06,-6.8308e-05,0,1.1671e-06,-0.00026113,0,,,0.00034122,0.00034135,0.008,0.0008,0.050031,1,1.74,5.294e-19,0,0.005
126.49,1.3927e-06,-0.00011694,0,,,,,1.4883e-06,-0.00018637,0,-2.2406e-06,-6.8194e-05,0,1.3927e-06,-0.00025971,0,,,0.00034122,0.00034135,0.008,0.0008,0.05003,1,1.76,5.294e-19,0,0.005
126.29,1.7319e-06,-0.00011625,0,,,,,1.767e-06,-0.0001859,0,-2.1977e-06,-6.808e-05,0,1.7135e-06,-0.00025825,0,,,0.00034122,0.00034135,0.008,0.0008,0.050029,1,1.78,5.294e-19,0,0.005
126.09,1.382e-06,-0.00011558,0,,,,,1.6515e-06,-0.00018535,0,-2.1543e-06,-6.7964e-05,0,1.371e-06,-0.00025673,0,,,0.0003412,0.00034135,0.008,0.0008,0.050031,1,1.8,5.294e-19,0,0.005
125.89,1.6272e-06,-0.00011492,0,,,,,1.836e-06,-0.00018505,0,-2.1104e-06,-6.7848e-05,0,1.6059e-06,-0.00025528,0,,,0.00034122,0.00034135,0.008,0.0008,0.05003,1,1.82,5.294e-19,0,0.005
125.68,1.8323e-06,-0.00011424,0,,,,,1.8573e-06,-0.00018455,0,-2.0686e-06,-6.773e-05,0,1.8293e-06,-0.00025383,0,,,0.00034124,0.00034135,0.008,0.0008,0.05003,1,1.84,5.294e-19,0,0.005
125.48,1.8317e-06,-0.00011357,0,,,,,1.8462e-06,-0.00018412,0,-2.026e-06,-6.7611e-05,0,1.8219e-06,-0.00025233,0,,,0.0003412,0.00034135,0.008,0.0008,0.050031,1,1.86,5.294e-19,0,0.005
125.27,1.5974e-06,-0.00011292,0,,,,,1.7567e-06,-0.00018368,0,-1.9857e-06,-6.7492e-05,0,1.601e-06,-0.00025086,0,,,0.00034117,0.00034134,0.008,0.0008,0.050031,1,1.88,5.294e-19,0,0.005
125.06,1.0786e-06,-0.00011223,0,,,,,1.6387e-06,-0.0001832,0,-1.9464e-06,-6.7371e-05,0,1.0926e-06,-0.00024937,0,,,0.00034118,0.00034134,0.008,0.0008,0.050032,1,1.9,5.294e-19,0,0.005
124.84,7.3171e-07,-0.00011158,0,,,,,1.4842e-06,-0.00018283,0,-1.9095e-06,-6.725e-05,0,7.3938e-07,-0.00024796,0,,,0.00034115,0.00034134,0.008,0.0008,0.050031,1,1.92,5.294e-19,0,0.005
124.63,4.4413e-07,-0.00011095,0,,,,,1.197e-06,-0.00018234,0,-1.8759e-06,-6.7128e-05,0,4.5263e-07,-0.00024652,0,,,0.00034116,0.00034134,0.008,0.0008,0.050032,1,1.94,5.294e-19,0,0.005
124.41,4.9636e-07,-0.00011034,0,,,,,1.1528e-06,-0.00018193,0,-1.8447e-06,-6.7005e-05,0,5.0428e-07,-0.00024514,0,,,0.0003412,0.00034134,0.008,0.0008,0.050033,1,1.96,5.294e-19,0,0.005
124.2,5.3487e-07,-0.0001097,0,,,,,9.7831e-07,-0.00018151,0,-1.8151e-06,-6.6882e-05,0,5.3948e-07,-0.00024377,0,,,0.00034118,0.00034133,0.008,0.0008,0.050034,1,1.98,5.294e-19,0,0.005
123.98,3.3827e-07,-0.00010904,0,,,,,7.1118e-07,-0.00018108,0,-1.7887e-06,-6.6758e-05,0,3.4939e-07,-0.00024235,0,,,0.00034115,0.00034133,0.008,0.0008,0.050034,1,2,5.294e-19,0,0.005
123.76,3.4985e-07,-0.00010841,0,,,,,6.905e-07,-0.00018061,0,-1.7644e-06,-6.6634e-05,0,3.6272e-07,-0.00024093,0,,,0.00034118,0.00034133,0.008,0.0008,0.050035,1,2.02,5.294e-19,0,0.005
123.54,4.633e-07,-0.00010779,0,,,,,6.9864e-07,-0.00018022,0,-1.7402e-06,-6.6509e-05,0,4.7113e-07,-0.00023953,0,,,0.00034117,0.00034133,0.008,0.0008,0.050035,1,2.04,5.294e-19,0,0.005
123.31,3.9629e-07,-0.00010716,0,,,,,6.0348e-07,-0.00017985,0,-1.717e-06,-6.6383e-05,0,4.0657e-07,-0.00023816,0,,,0.00034115,0.00034133,0.008,0.0008,0.050035,1,2.06,5.294e-19,0,0.005
123.09,3.0256e-07,-0.00010652,0,,,,,5.5707e-07,-0.00017949,0,-1.6951e-06,-6.6257e-05,0,3.1165e-07,-0.0002368,0,,,0.00034115,0.00034133,0.008,0.0008,0.050035,1,2.08,5.294e-19,0,0.005
122.86,3.5488e-07,-0.00010591,0,,,,,5.5184e-07,-0.00017913,0,-1.6737e-06,-6.613e-05,0,3.5964e-07,-0.00023547,0,,,0.00034116,0.00034132,0.008,0.0008,0.050034,1,2.1,5.294e-19,0,0.005
122.64,3.7149e-07,-0.0001053,0,,,,,5.0593e-07,-0.00017878,0,-1.6528e-06,-6.6003e-05,0,3.7655e-07,-0.00023412,0,,,0.00034116,0.00034132,0.008,0.0008,0.050034,1,2.12,5.294e-19,0,0.005
122.41,2.9682e-07,-0.00010467,0,,,,,4.5869e-07,-0.00017841,0,-1.6327e-06,-6.5876e-05,0,3.0584e-07,-0.00023278,0,,,0.00034119,0.00034132,0.008,0.0008,0.050033,1,2.14,5.294e-19,0,0.005
